"oz1","oz2","oz3","oz4","oz5","oz6"
-2.3801376e-001,-1.6417172e-001,2.9102551e-001,-1.5222917e+000,1.0464980e+000,2.5929556e-001
-8.0397934e-001,-6.6051127e-001,-3.2717115e-001,9.3944837e-001,1.7025760e-002,9.6824062e-001
5.6137737e-002,-6.3378943e-001,1.4011759e+000,-1.0734886e+000,-1.6084544e-001,8.4736699e-001
-1.5415137e+000,-8.2970016e-001,-1.6973920e+000,8.1511407e-001,-1.7694132e+000,7.2293533e-001
3.4003824e-001,8.2968615e-001,-1.1379194e+000,1.2899175e+000,1.5096647e+000,-5.1375804e-001
6.6295123e-001,1.7436744e+000,-1.3399427e+000,-1.1461576e+000,1.0333707e-001,-1.1720875e+000
1.1158751e+000,6.1396641e-001,1.5058530e+000,4.9825417e-001,-1.7647792e+000,-1.1190381e+000
3.0351211e-001,5.3254445e-001,-6.3462635e-001,-1.0069988e+000,1.5938767e+000,-8.2466985e-001
7.2401330e-001,1.5415288e+000,-1.4639360e+000,1.6033804e+000,-1.3427657e+000,-5.2549697e-001
-4.9497409e-001,5.0732361e-001,-1.6853311e+000,1.1142159e+000,2.9399814e-001,1.5218820e+000
3.5000515e-001,1.6317157e-001,6.5145590e-001,5.6755937e-001,-1.3161701e+000,-3.8123211e-003
-9.6742733e-002,2.0810755e-002,-5.1803119e-001,-9.3922758e-002,1.2561975e+000,6.9930566e-001
4.3758548e-001,1.2733822e+000,-9.4270607e-001,5.1241793e-001,7.7650678e-001,-1.4180594e+000
9.5150250e-001,1.2991512e+000,-6.1944010e-001,-6.0169499e-001,5.4652082e-001,-1.2049419e+000
-9.5992628e-001,-9.4474413e-001,-4.0180932e-001,1.0591517e+000,-1.6777253e+000,3.0994564e-001
1.0128736e+000,1.3216841e+000,-8.0386253e-002,-4.1114524e-001,5.7400459e-001,-1.2160807e+000
2.5691611e-001,7.4189945e-001,-5.0080744e-001,1.1936269e+000,9.0703772e-001,-5.3088017e-001
7.9634682e-001,6.6415091e-001,8.7322073e-001,1.6333598e+000,-1.4459156e+000,-1.0893849e+000
9.3557994e-001,1.0593416e+000,3.9996227e-001,-1.8958804e-001,1.3086020e-001,-1.5874920e+000
1.9434263e+000,1.7046490e+000,3.8507576e-001,-1.2862835e+000,-8.5087089e-001,8.2028016e-002
5.3239783e-001,1.8983059e-001,4.1798354e-001,-1.4094326e+000,3.3956951e-002,-9.7816764e-001
-1.3985329e+000,-1.5736374e+000,-1.4052122e-001,-7.0355962e-001,1.1781686e+000,-6.3777478e-001
-6.2229418e-001,-1.3388017e+000,1.3423151e+000,-4.5382080e-001,-1.8500346e+000,-1.5073721e-001
1.2272465e+000,8.4772217e-001,1.3835995e+000,6.8502562e-001,6.9674358e-001,-6.5327475e-001
-1.4635221e+000,-1.5801956e+000,2.6626070e-001,7.8461661e-001,-1.1752299e-002,-2.7926551e-001
-7.3571489e-001,-1.8030885e-001,-1.3019474e+000,-1.0957161e+000,-4.8278412e-001,6.1184474e-001
-5.8269274e-001,-1.3204831e+000,1.1333624e+000,9.6139952e-001,4.9870668e-001,6.4159265e-001
1.0180934e+000,5.4173729e-002,1.5593808e+000,-1.3159459e+000,-1.2143437e+000,-8.2944524e-001
-1.7338087e+000,-1.0604905e+000,-1.0184899e+000,6.3431030e-001,-7.0159826e-001,5.3205487e-003
3.8809132e-001,-2.1015184e-001,1.2347848e+000,-3.8776044e-001,1.5898529e+000,1.1756589e+000
1.3790200e+000,1.0823482e+000,1.0782101e+000,8.0536072e-001,1.5830116e+000,-1.4263937e-001
-1.4789521e+000,-1.5482493e+000,1.2803893e-001,7.6516283e-001,6.4802866e-001,-3.7611805e-002
-3.4626858e-001,-5.4498177e-001,8.2467576e-001,8.7309038e-001,9.5765087e-001,1.5003918e+000
2.2033327e-001,-5.8463691e-001,1.6040751e+000,1.1064663e+000,4.9061507e-001,2.2229146e+000
-9.1979576e-001,-4.1495305e-001,-7.9987989e-001,-1.5234526e+000,-8.3291842e-001,4.3389223e-002
-3.5083159e-002,-4.3222814e-001,1.2238176e+000,6.6695943e-001,-7.7215353e-001,1.4039080e+000
