"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11","oz12","oz13","oz14","oz15","oz16","oz17","oz18","oz19","oz20","oz21","oz22","oz23","oz24","oz25","oz26"
2.1784622e-001,1.1580525e+000,2.2137218e+000,1.0438486e+000,1.2151203e+000,8.2461660e-001,-1.6562428e+000,1.2366073e+000,7.6959999e-001,-1.6648250e+000,2.6952290e-001,-9.9629179e-001,-3.7837105e-001,1.0478186e+000,-1.5280581e+000,1.5073141e+000,-2.1512520e-001,-7.1292747e-001,-2.0379896e-001,-1.4756588e+000,-2.1681169e-001,-6.1221218e-001,-2.2292665e-001,-5.5916825e-001,5.9099073e-001,-7.8245150e-001
-1.6459859e+000,-1.3499243e+000,-1.0909597e+000,1.8541681e-001,-1.2033585e+000,3.8884453e-001,2.6079445e-001,-3.0311280e-001,-1.1654771e+000,-3.7007298e-001,-1.1681145e+000,4.4112246e-001,1.9228811e-001,1.6201327e+000,3.5750626e-001,1.7376892e-001,-5.7208463e-001,8.1754951e-001,-3.7265868e-001,-3.6788933e-002,-1.7771730e+000,8.6304294e-001,9.9941232e-001,-1.1119675e+000,2.7897149e-001,-1.1002245e-002
9.2857516e-001,6.9962515e-001,7.4095009e-001,3.2742013e-001,9.1561475e-001,8.1157538e-001,6.1717033e-001,1.0547034e+000,1.3791778e+000,1.5605625e+000,-7.2132659e-001,5.3938588e-001,-1.3027398e+000,-1.0985856e+000,6.0928423e-001,-9.2203836e-001,7.3525126e-001,1.4923752e+000,-1.5271678e+000,1.1193869e+000,-1.1136384e+000,-1.4581082e+000,-4.4506014e-002,-4.4441934e-001,-5.1120525e-001,-1.5010112e+000
7.7188209e-001,1.2333102e+000,6.2128609e-002,-5.9020932e-001,4.5570260e-001,-1.1827208e+000,-9.2149275e-001,1.3326264e+000,-1.1453743e+000,1.6922480e+000,9.9888672e-001,9.8570632e-001,1.4712904e+000,-8.0756442e-001,1.5437247e+000,-4.3296394e-001,1.4482883e+000,5.9051952e-001,4.1384086e-001,1.4752757e+000,-1.2829482e+000,6.2606085e-001,1.0846069e+000,-1.1748476e+000,2.0385964e-003,-1.5849224e+000
2.4693292e-001,1.4019172e+000,5.5674563e-001,1.7401424e-002,2.2574237e-001,1.7073070e+000,-1.0343175e+000,1.1763563e-001,-4.5123149e-001,-8.5217733e-001,4.4665910e-001,-1.2251078e+000,1.1830826e+000,1.2523254e+000,-2.7915854e-001,5.6564594e-001,-8.0782692e-001,-3.0301633e-002,1.8521782e-001,1.0017155e+000,-1.0952459e+000,-5.4633408e-001,1.1838051e+000,1.0153181e+000,1.6639915e+000,-1.9711413e+000
1.3409062e+000,1.3079440e+000,1.0654181e+000,7.2776206e-001,1.4155240e+000,-1.3359700e+000,-1.4332588e+000,1.1705196e+000,2.5953623e-001,-1.1489924e+000,1.1674208e+000,-1.1779576e+000,4.6153449e-001,-1.7634014e-001,-4.7297628e-001,-2.8206972e-001,6.0382044e-001,-1.4894613e+000,1.1630491e+000,-9.0712977e-001,1.7875278e-001,1.3200657e+000,1.5416708e+000,-1.2521193e-001,-2.0901844e-001,5.4945994e-001
-1.4993197e+000,-1.6916526e+000,-9.0544611e-001,-6.8847056e-001,-3.5282111e-001,1.4948613e-001,1.3031099e+000,-1.1586131e+000,1.5492655e+000,1.0652601e+000,-1.2831052e-001,5.5814271e-001,-1.6960141e+000,-4.5127054e-001,-5.0437834e-001,1.3147473e+000,-1.4056124e+000,-9.2879718e-001,8.4611664e-001,1.1263568e-001,1.1626993e+000,-1.3586337e+000,1.3358108e+000,-1.2973372e+000,-1.4621883e+000,-1.8464021e-001
1.3005143e+000,1.4739604e+000,1.8030771e+000,7.4675645e-001,2.0531398e+000,7.8168916e-001,-1.6032806e+000,1.1289931e+000,6.3681369e-001,-1.1321443e+000,2.8651785e-002,-1.1028612e-001,-1.5890250e+000,2.7919334e-001,7.1778217e-001,1.8547014e-001,-9.7723544e-001,-5.5048728e-001,-9.0162172e-001,-5.5446364e-001,-4.5663964e-001,-2.3023821e-001,3.5767593e-001,4.3392896e-001,-1.5499444e+000,1.2834328e+000
-9.5853340e-002,-8.4049888e-001,-1.2910025e+000,-7.9285279e-001,-9.8197045e-001,1.6761024e+000,-1.0232326e+000,7.0291454e-001,1.6659984e+000,1.5832796e+000,-1.3532528e+000,-1.2037741e+000,1.3919296e+000,4.2237101e-001,-8.5859151e-001,1.6475514e+000,4.5174309e-001,2.2218210e-001,8.7282638e-001,-1.4455724e+000,-1.4580042e+000,-6.4641694e-001,1.2433796e+000,-2.8392661e-001,-7.0433439e-002,8.2636360e-001
-5.0083158e-001,-2.3343285e-001,4.9005554e-001,-3.4037413e-002,1.7082839e-001,1.6251767e+000,-1.2975323e+000,-1.7039580e-001,6.1955195e-001,3.3178851e-001,-5.5613775e-001,-1.6324101e+000,1.6631336e+000,1.0914186e-001,7.7650589e-001,2.9905477e-001,-1.0583789e+000,6.3294280e-001,-1.0914718e+000,6.7999332e-001,1.6175599e+000,-1.1079489e+000,-5.2642442e-002,-1.1729304e+000,9.3538818e-001,7.7293905e-001
