"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11"
7.0063511e-001,4.4160229e-001,1.4940979e+000,1.3602789e+000,-1.3135589e+000,-5.7001964e-001,-1.1414906e+000,-1.9915127e-001,7.2627958e-001,-1.3586380e+000,-1.2020627e+000
-1.3802706e-001,-1.6584923e-001,-6.9904535e-001,-6.2633661e-001,1.0228341e-001,2.8701051e-001,-1.1951821e+000,-1.3657203e+000,8.6151474e-001,1.0409794e+000,9.0962133e-001
8.8561979e-001,1.1280116e+000,-9.9069601e-001,-1.8061010e+000,1.3033651e+000,1.4383479e+000,1.3873242e+000,-1.5517865e+000,-3.7385362e-002,1.2390415e+000,-1.1311095e+000
1.8737554e+000,1.6642051e+000,-1.0253882e+000,-1.5662129e+000,-1.3332360e+000,-1.5267439e+000,8.9165807e-001,4.6769416e-001,7.0654611e-001,-1.2456330e+000,6.7171663e-002
2.3941918e-001,-2.4399146e-001,-7.2804057e-001,-5.3214807e-001,-1.6934000e+000,1.3287355e+000,-5.3328159e-002,-4.0074646e-001,1.6468754e+000,1.5047951e+000,1.5011027e-001
-2.4024561e-001,7.6243417e-002,2.6622841e-002,-3.7933429e-001,8.6498857e-001,1.4906617e+000,1.0385308e+000,3.9018410e-001,-1.3391060e-001,-3.8813282e-001,3.6783189e-001
-1.0855297e+000,-1.1491058e+000,-1.8240975e-001,-4.9006531e-001,8.6256490e-001,-5.6382340e-001,-1.0408752e+000,-1.9098328e-001,2.7658756e-001,-1.4375083e+000,7.5018281e-002
-1.1376296e+000,-6.5994875e-001,-1.3573501e+000,-1.2844312e+000,1.3017990e+000,-1.2128094e+000,1.2467863e+000,-1.0913671e+000,-1.4101071e+000,1.0127692e-001,1.0131804e+000
6.9352768e-001,1.0163171e+000,2.4176558e+000,1.3172276e+000,-7.7396604e-001,4.6702611e-001,1.5927630e+000,-1.4092559e+000,2.7691098e-001,1.1968829e+000,-1.0497987e+000
-1.1558395e+000,-1.6569182e+000,-1.1366376e+000,8.3173307e-001,-1.6971254e+000,-8.6475884e-001,1.5294212e+000,-1.3617140e+000,1.4171327e-001,4.5872507e-001,2.0797728e-001
1.9269614e-001,-1.8927466e-001,6.3912131e-001,8.0208260e-001,1.5756238e+000,-6.3520704e-001,2.3564194e-001,9.0285180e-001,1.6708904e+000,8.4942075e-001,6.9121506e-001
