"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11","oz12","oz13","oz14","oz15","oz16","oz17","oz18","oz19","oz20","oz21","oz22","oz23","oz24","oz25","oz26"
-5.7096053e-001,-1.4551340e+000,-9.0925502e-001,-8.1699526e-001,-6.0856602e-001,-1.0612922e+000,-1.3168141e+000,-1.4330276e+000,-7.7447922e-001,5.7336802e-001,-1.6915610e+000,5.2651743e-001,-6.2242652e-001,-2.1848608e-001,-6.5364234e-001,-2.1809928e-001,-8.8222912e-001,1.6345809e-001,6.0598327e-001,1.1833994e-001,-8.1016893e-001,-8.7759397e-001,-3.0816316e-001,-5.0829882e-002,1.1057674e+000,-4.7284632e-001
-1.1017975e+000,-1.3383849e+000,-3.7373298e-001,-4.9898685e-001,-6.4436666e-001,1.7399382e+000,1.6356056e+000,-1.1249794e+000,-1.0360834e+000,9.1902279e-001,-3.7716017e-001,-5.6155308e-001,-3.0260121e-001,-1.2213605e+000,5.1478419e-001,-1.5558834e-001,1.0125739e-001,1.1135210e+000,-9.1397399e-001,-1.2126900e+000,-9.4734537e-001,9.4718087e-001,-1.0045187e+000,5.4860205e-001,-1.2627085e+000,-4.3857165e-001
-1.5882591e+000,-9.7775781e-001,-1.0783117e+000,-1.6064395e+000,-4.2688142e-001,1.2941022e+000,-6.2061152e-002,1.3558229e+000,-9.2868169e-001,1.3553242e+000,1.4000651e+000,-1.3019051e+000,1.6445840e+000,-7.6227121e-001,-1.7138761e+000,7.2003637e-002,-9.5722198e-001,9.0092124e-001,-1.0410646e+000,-1.8002773e-001,-2.3551698e-001,-1.0410251e+000,-4.5237556e-001,-9.5008617e-001,8.8740741e-001,-2.4120939e-001
-3.5991016e-001,-2.4078789e-001,4.7591811e-001,1.4335232e+000,-3.5101369e-001,3.7799835e-001,1.3588791e+000,-1.6805396e+000,-3.8145529e-001,3.7360111e-001,-1.0380302e+000,1.4649910e-002,-4.9505033e-001,6.9996828e-001,-6.0558347e-001,-1.5888527e+000,1.3087802e+000,1.1442535e+000,-4.7559760e-001,2.3887063e-001,6.5013697e-001,-5.7026198e-001,1.9616907e-001,-2.2625368e-002,1.9101998e-001,1.2061898e+000
1.7405514e-003,-4.1884597e-001,2.5690470e-001,3.1826864e-002,-4.0282983e-001,-1.4013865e+000,-1.6418419e+000,3.8342470e-001,1.2016713e+000,-2.6689379e-001,6.2873526e-001,1.2080222e+000,3.3145749e-001,-5.8491231e-001,-9.1887594e-001,1.0539165e-001,-5.8707845e-001,1.1113789e-002,2.1809072e-002,-6.5776007e-001,3.3235913e-002,-9.1166130e-002,-2.3086712e-001,-2.4550697e-001,-4.0127315e-001,7.1294661e-001
-6.9844318e-001,-5.9463775e-001,2.7663800e-001,1.5290797e+000,-2.6446045e-001,-1.7451466e-001,-6.2703238e-001,-4.4736775e-002,-7.0619821e-001,4.6845324e-001,1.2355199e+000,1.2807432e+000,7.8352352e-001,-1.5765875e-002,-5.2196607e-001,-9.4054934e-001,-1.6293145e+000,-1.6435643e+000,-4.5092545e-001,5.4506653e-001,-1.4170266e+000,-1.3066420e+000,2.5821649e-001,4.7389365e-001,9.8690666e-001,1.1680583e+000
1.4005717e-002,-1.8497271e-001,-1.7008809e+000,-1.6544980e+000,-1.1100011e+000,-1.0829200e+000,-1.3942804e+000,1.3611225e-001,-8.4756747e-001,-8.3654950e-001,1.4036861e+000,-5.9381957e-001,-2.1660774e-001,7.4083366e-001,9.6619380e-001,1.6836702e+000,1.2633983e+000,-8.0318481e-001,-4.0788181e-001,-4.6754278e-001,1.1268837e+000,-1.9811049e-001,1.4263801e+000,1.1685102e+000,-5.5875932e-001,6.1427760e-001
1.2190458e+000,1.3639435e+000,5.4757980e-001,-7.9675540e-001,9.9137844e-001,-1.1832272e+000,4.7102258e-002,-1.3959847e+000,9.6740659e-001,-1.4394699e+000,1.4535079e+000,-1.2791793e+000,-1.3099230e+000,-1.1021218e+000,-6.5913039e-001,-1.0230641e+000,3.0569787e-001,5.6418121e-002,-1.0075897e+000,-1.0481871e+000,1.5774616e-001,-2.6719113e-001,-1.2693402e+000,-4.3422935e-002,-1.6586516e-001,-8.4683913e-004
-9.2946322e-001,-1.1753901e+000,-1.4598118e+000,-8.2589199e-001,-1.1967465e+000,-1.7536764e+000,-1.7073120e+000,-2.8340354e-001,-1.3737383e+000,-1.5797225e+000,-4.8328499e-002,2.8826444e-001,9.6189171e-001,-2.2076215e-001,-1.2240543e+000,1.3627864e+000,1.6356727e+000,1.1943983e+000,5.3187961e-003,-1.2727077e+000,2.1709684e-001,-1.3730653e+000,-1.0060395e-001,6.9199604e-002,8.3363016e-001,1.5963211e-001
8.8311755e-001,9.5183338e-001,1.1832134e+000,1.6430290e+000,1.0402445e+000,-1.0974845e+000,-1.1662696e+000,2.5960826e-002,-6.6184339e-001,3.4445137e-001,1.0898333e+000,9.2691990e-001,-7.5563163e-001,1.9125522e-001,2.8413553e-001,-1.1112194e+000,-1.7050306e+000,-1.1042384e+000,-1.5772330e-001,-6.3550353e-001,1.0236761e+000,1.0832286e+000,2.3123645e-001,-1.0149640e+000,-4.8011718e-001,-7.5579103e-001
5.7363969e-001,1.2048163e-002,9.7850397e-001,8.8700764e-001,8.1586901e-001,4.0968414e-001,1.9527389e-002,1.5127076e+000,1.1021908e+000,4.2068278e-001,3.6193893e-001,7.9419147e-001,-7.9863873e-001,-3.2190555e-001,7.5454387e-001,-1.7537167e+000,-6.1400891e-001,-1.0894130e+000,1.6457800e+000,-2.2716386e-001,-1.6696252e-001,1.4173474e+000,1.1348528e+000,-7.3192413e-001,-1.6366053e-001,3.7254380e-001
1.5612291e+000,7.0044205e-001,1.9166523e+000,1.4160257e+000,2.4382710e+000,-7.8104348e-001,3.8355716e-001,-1.3720561e+000,-1.5468569e+000,-1.6181764e+000,-1.0484559e-001,-2.9517934e-001,1.2674733e+000,-7.3244423e-001,1.3992835e+000,5.2180763e-001,-3.6333990e-001,1.1124126e-001,4.2145921e-001,1.3232343e+000,-1.0751381e+000,6.7795965e-001,1.3637870e+000,-8.7894707e-001,-3.1051426e-001,2.2753728e-001
-1.9974327e+000,-1.6748179e+000,-1.2719349e+000,-1.4856365e+000,-7.3474439e-001,-6.5569572e-001,-6.1335327e-001,-1.3287172e+000,9.0595831e-001,4.9240765e-001,4.1803095e-001,-5.3298094e-001,1.5065363e+000,8.4741671e-001,-3.1327864e-001,5.2442396e-001,8.9274721e-001,-1.2869623e+000,-4.4392391e-001,-1.2332617e+000,4.7473279e-001,-8.6040543e-001,-1.2498563e+000,1.1259872e+000,-9.3422464e-001,-8.2058097e-001
