"oz1","oz2","oz3","oz4","oz5","oz6"
-7.8339564e-001,8.3034595e-002,5.5063268e-001,6.0445314e-002,-3.9005754e-001,7.2945223e-001
6.0652572e-001,1.4623044e+000,2.3984819e+000,1.6967067e+000,2.1302903e+000,1.7321297e-001
9.1573845e-001,1.0241607e+000,-3.1701894e-001,-9.0645298e-001,-7.1312284e-002,-1.7380475e+000
7.8932002e-001,6.1341131e-001,3.1887922e-001,3.3238252e-002,3.4164626e-001,-1.7148361e+000
-1.3693787e+000,-1.0865009e+000,-3.2181520e-001,-2.0372610e-001,-6.7485120e-001,-1.5621367e-001
1.4109339e+000,8.0720153e-001,3.0255803e-002,-4.4395940e-001,4.0356221e-001,-1.2341572e+000
-7.2172388e-002,-8.0852071e-001,-6.4729779e-001,2.4374447e-001,-4.9595488e-001,8.9819266e-001
8.6510287e-001,1.5574497e+000,-7.1156417e-001,-1.3890759e+000,-9.4923658e-002,-8.0340377e-001
4.9475717e-002,6.7037247e-001,2.0782247e+000,1.2557134e+000,1.0160640e+000,1.6653575e-001
1.5264781e-001,4.5372716e-001,3.9225960e-001,-1.4352313e+000,4.1622893e-001,-1.0123919e+000
1.3006238e+000,1.3097659e+000,2.4888493e+000,1.6373778e+000,2.7331780e+000,1.6327550e+000
-8.4838549e-001,-8.4472312e-001,-2.2234936e-001,1.0765624e+000,-3.9811871e-001,7.1881940e-001
1.0219631e+000,1.7114704e+000,-8.0586564e-002,-1.1807835e+000,1.0828256e-001,-3.3951997e-001
8.1866467e-001,1.4481549e+000,7.8346174e-001,-4.1951374e-001,8.7209098e-001,-1.1056756e+000
1.3027996e+000,1.6923409e+000,1.3866927e-001,-1.0810036e+000,2.9561629e-001,4.5559801e-001
1.6873497e+000,1.4697290e+000,1.5788649e+000,6.1646515e-001,2.2554988e+000,1.8476040e+000
-1.7926112e+000,-1.5510489e+000,-6.9081895e-001,1.2714669e+000,-7.3670352e-001,3.3531333e-001
7.9661521e-002,-6.0399895e-001,1.4439102e-001,1.5456643e+000,2.7286517e-001,1.7435860e+000
-1.2904591e-001,-5.8076775e-001,-4.6061086e-001,-1.3122753e+000,-6.5531085e-001,1.5502635e-001
