"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11"
-5.3162514e-001,-1.6655199e-001,7.1075661e-001,1.4729660e+000,-1.8846610e-001,-1.0183169e+000,-1.3938161e+000,-1.0415690e+000,4.8854028e-001,1.5615905e-001,1.3328634e+000
-2.0111062e-001,6.1686140e-001,1.2698345e+000,9.1557744e-001,5.2924369e-001,1.5749154e+000,9.8307584e-001,9.4314377e-001,-9.1570174e-001,1.1100587e+000,2.6790169e-001
8.8457304e-001,1.2864228e+000,1.7631932e+000,9.8320974e-001,1.5545876e+000,-6.6274682e-002,-1.1857756e+000,1.3510163e+000,-5.4094762e-001,5.9014454e-002,-3.1240833e-001
1.1235487e+000,1.5305232e+000,1.9021283e+000,1.0014390e+000,2.1815010e+000,-2.8349754e-001,-5.3213090e-001,1.5132981e-001,-1.9818958e-001,-1.2248750e+000,1.6849415e+000
8.8530884e-001,5.2528458e-001,-9.2550577e-002,-4.5502313e-002,-1.1058100e-001,-1.0582500e+000,-1.4394716e+000,-1.2927429e+000,-3.5914258e-002,-8.1891747e-001,-1.9875130e+000
-1.1880297e+000,-9.8952292e-001,-8.9470222e-001,-4.6460792e-001,-8.7606697e-001,-5.1860175e-001,3.5991252e-001,9.7639677e-001,3.9345585e-001,-1.3471848e+000,1.2252714e-001
2.5255031e-001,7.4555611e-001,1.2398498e+000,4.9530290e-001,7.5409189e-001,2.7451454e-001,-4.7788789e-001,8.9335915e-001,-5.1861187e-001,-1.0943331e+000,-7.3450995e-001
-7.8286851e-002,4.2414605e-001,-4.0404210e-001,-1.2699491e+000,-4.7246818e-001,2.8036574e+000,1.7551530e+000,5.0219438e-001,-3.0218250e-001,1.6259575e+000,-8.4524333e-001
-7.0599074e-001,-8.9741766e-001,-8.4807743e-001,-9.2573740e-001,-6.0296148e-001,1.2578140e-001,-1.2278011e-001,5.4516615e-001,-8.5170793e-001,6.0334789e-001,3.0344966e-001
1.1057940e+000,1.6602358e+000,1.1095778e+000,2.5035446e-001,8.6948898e-001,-2.3681264e-001,-8.9650307e-001,-3.1971128e-001,-1.0363588e+000,1.4187031e+000,5.8651984e-001
