"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11"
-5.1150723e-001,1.3182198e-001,1.5494190e+000,-1.2876273e+000,-4.5345713e-001,-5.3705028e-001,8.2781263e-001,1.0024096e+000,1.4045756e+000,-2.2356746e-001,-5.5620867e-001
-7.3797539e-001,-1.7351515e+000,-2.2353167e-001,2.8459179e-001,-1.2613084e+000,4.6324376e-001,1.5380993e+000,-1.3437311e+000,-9.1602981e-001,-4.1254770e-002,-1.6515362e+000
2.4535439e-001,5.3481331e-001,-1.8426332e-001,1.1215691e+000,-1.1397753e+000,6.0907382e-001,-1.6013868e-001,6.1754373e-001,9.4181548e-001,1.1433178e+000,7.5163154e-001
-1.0921610e+000,9.8395905e-001,1.3900391e+000,1.7323125e+000,7.0317088e-001,8.3944591e-001,-9.9185103e-001,-3.2075099e-001,-1.2894815e+000,-4.5169953e-001,1.2004062e+000
1.4424636e+000,4.1728153e-002,-5.6230642e-001,-1.5464227e+000,-2.3545637e-001,6.8073460e-002,1.2155399e+000,-9.2461944e-001,-4.1151139e-001,1.2620727e+000,-4.8970189e-001
3.9553352e-001,1.4835197e+000,-1.4553792e+000,-4.3234997e-001,-8.6398037e-001,-6.3938131e-001,1.2639661e+000,2.2408871e-001,-7.1595841e-001,-1.4978559e+000,6.3020479e-001
-5.1818905e-001,-1.3131928e-001,-8.7828364e-002,1.0036398e+000,-1.4576498e+000,-1.5374242e+000,6.8997696e-001,-3.1819121e-001,-1.3924111e+000,4.4753176e-001,-4.8137839e-001
3.4113303e-001,-2.9027285e-001,-6.9443593e-001,9.9797539e-001,2.9727718e-001,1.5826476e+000,-1.4133445e+000,6.0320989e-001,-9.2058502e-001,5.1348250e-001,4.9529829e-001
-9.4463280e-002,-7.4099195e-002,5.3515919e-001,-6.3815911e-001,5.2921900e-001,7.6689569e-001,-5.6928669e-001,-3.6466085e-001,6.9497470e-001,9.9073609e-001,2.9933876e-001
3.3194845e-001,-2.7127897e-001,-1.3462683e+000,1.5968808e+000,1.3427180e+000,-7.2349862e-001,-5.3716983e-001,2.2330287e-001,2.4506284e-001,1.5202043e+000,1.9436221e+000
-8.8131638e-001,-5.9293416e-001,3.9884566e-002,1.7560973e+000,5.1114227e-001,6.7166060e-001,-3.8889035e-001,1.0108851e+000,1.2656784e+000,-1.7506285e+000,5.9440894e-001
-9.0818183e-001,-1.6959261e+000,-1.5022326e+000,1.4268816e+000,-1.2627230e+000,-1.3195112e+000,-5.5991959e-001,-9.5534167e-001,-1.6715032e+000,-5.5360029e-001,1.3098239e-001
1.6107683e+000,9.6388324e-002,-1.4236498e+000,-1.9225435e-001,6.5990009e-001,-1.2667730e+000,2.3700521e-001,1.7309156e+000,2.3776935e-001,-1.5369486e+000,1.1407937e+000
-3.4061137e-001,4.5535554e-002,5.5594758e-001,-2.6807385e-001,1.4324840e+000,1.4058526e+000,8.8523159e-001,-1.5846871e+000,-5.8020887e-001,-1.1882695e+000,-1.0584085e-001
