"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11","oz12","oz13","oz14","oz15","oz16","oz17","oz18","oz19","oz20","oz21","oz22","oz23","oz24","oz25","oz26"
-1.1033476e-002,-6.2530944e-001,-7.6458436e-001,-1.4945029e+000,-7.7976160e-001,1.0905346e+000,3.4641902e-001,1.3314979e+000,-3.6023468e-002,1.1664695e+000,1.0176728e+000,-9.3195213e-001,1.3086320e+000,4.7069656e-001,-1.7696023e-001,-1.1622053e+000,-2.1609093e-001,4.4401031e-001,1.7028248e+000,7.1833358e-001,1.0306505e+000,5.1180674e-001,8.6173028e-001,6.9920838e-001,-4.2551327e-001,6.0007526e-001
5.8260804e-001,9.1796663e-002,2.9329445e-001,-4.2599467e-001,3.4535139e-001,1.9452251e+000,1.2869480e+000,1.2034168e+000,8.4866991e-001,4.3506640e-001,-4.1317234e-001,-3.0829517e-001,1.8199459e+000,6.9612208e-001,-1.5775881e+000,1.4501371e+000,3.7026146e-001,7.3842491e-001,-1.5012984e+000,7.2400256e-001,1.3570788e+000,1.4953012e+000,5.3738105e-001,2.1877193e-001,9.4176889e-001,-5.4273646e-001
-2.2400015e-001,-4.1438658e-001,-1.0909389e+000,-1.1760433e+000,-9.3961564e-001,6.5983439e-001,9.3057395e-001,-9.2280425e-002,-1.1273540e-001,1.9534151e-001,6.9492869e-001,-1.7504768e+000,-8.4828658e-001,1.3352682e+000,1.1085406e+000,1.3765458e+000,3.6636286e-001,-1.0856525e+000,-1.2239719e+000,3.4543566e-001,-9.8058044e-001,1.4520164e+000,4.1189057e-002,-2.0260225e-001,3.9674660e-001,7.0389522e-001
9.7002140e-001,1.4974245e+000,8.0305827e-001,-2.4742919e-001,9.9646077e-001,-1.2551606e+000,-1.1727186e+000,-1.3681236e+000,-3.7449000e-001,1.3928204e+000,-2.0481817e-001,-1.2095052e+000,-1.3550123e+000,5.0693057e-001,-5.6224456e-001,-3.3102340e-001,4.4560621e-001,9.3469348e-002,-1.3315889e+000,-1.9851039e-001,-1.1079216e+000,-8.8193368e-001,-1.2571688e+000,-1.3545140e+000,-1.6056073e+000,-4.2397466e-001
-2.9942813e-001,1.6761492e-001,-8.1202088e-001,-1.6308814e+000,-1.1521842e+000,5.9116108e-001,8.3666255e-001,8.5983876e-001,-5.4293582e-001,-9.7838060e-001,1.1933419e+000,1.5436369e+000,4.2247942e-001,8.9412671e-002,-7.3819441e-001,-2.0874553e-001,1.3678206e+000,-8.0652669e-001,5.1674897e-001,1.4231907e+000,-1.0484511e+000,-2.5410527e-001,1.9650651e-001,1.0246617e+000,-3.8733251e-001,5.9986277e-002
-1.4805205e+000,-1.2493851e+000,-1.1366542e+000,-1.3181189e+000,-8.5551388e-001,4.8437894e-001,7.8528176e-002,-3.1599069e-001,-4.3946353e-002,1.0012875e+000,1.7343744e+000,-4.3930168e-001,-2.1340926e-001,1.8574520e-002,-6.1625329e-001,-2.1883784e-001,1.0215219e+000,1.3605174e+000,6.7404944e-001,5.7031132e-001,4.2466824e-001,1.1247742e-001,1.0051228e+000,-1.0301868e-001,-2.9906107e-001,-4.6588342e-001
1.6383880e+000,9.9488925e-001,1.9352761e+000,1.2477454e+000,2.6628396e+000,-1.4832405e+000,-1.3693593e+000,-1.0303422e+000,-1.2442450e+000,-1.4885590e+000,-1.6155324e+000,1.7237419e+000,-1.3543621e+000,1.4757474e+000,-1.9973249e-001,9.4433005e-001,-1.7012876e+000,6.4201507e-001,-7.0430880e-001,-1.0890727e+000,-2.3543026e-001,-1.4446409e+000,9.3875836e-001,3.4716771e-001,1.3596129e+000,6.3800305e-001
-1.3498280e+000,-1.2886911e+000,-7.0167034e-001,1.4019037e+000,-1.0331468e+000,1.0297992e+000,2.0713188e-001,1.3529312e+000,6.8346718e-001,4.2253591e-003,6.1261896e-001,-1.0278412e+000,-1.5034970e+000,5.9614015e-001,-1.6672388e+000,4.5062716e-001,-1.5496339e+000,-1.6321760e+000,2.0155885e-003,-8.0316823e-001,7.0268134e-001,6.3461451e-001,3.8958210e-001,1.0841282e+000,-2.1592975e-001,3.8472715e-001
-1.6076643e-001,-7.9916977e-001,-1.7539882e-001,-4.8556388e-001,-1.8889695e-001,1.6411610e-002,-2.7707659e-001,6.8996552e-001,1.0806906e+000,7.5913377e-001,-5.9940721e-001,-7.6208239e-001,1.1823709e-001,-6.3909400e-001,9.9453280e-001,-9.7887082e-001,-3.5770877e-001,1.1287461e+000,-8.4025053e-001,6.9155041e-001,2.5203504e-001,-9.1237267e-002,-1.1988602e+000,-1.0968132e+000,3.8094377e-001,6.1246800e-001
1.7690996e+000,1.6224821e+000,-2.9744370e-001,-1.5103729e+000,-2.8502615e-002,-1.5410503e+000,-1.7320736e-001,-1.6735528e+000,-1.5897939e+000,-1.2925298e+000,6.1463093e-001,-2.1993219e-001,1.8676126e+000,-1.2816113e+000,7.3464593e-001,1.1074871e+000,-3.5133535e-001,5.3072013e-001,-3.2506818e-001,-7.6818103e-001,7.8394914e-001,2.8551018e-001,1.4518552e+000,-7.5618163e-002,1.5814048e+000,2.5505532e-001
