"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11"
6.7968437e-001,9.5287671e-001,-7.7519029e-001,-1.7330595e+000,-6.4658923e-001,3.4432676e-002,1.0417795e+000,-9.5915994e-001,1.4284226e+000,-1.1382177e+000,-2.3445011e+000
-1.1796036e+000,-1.1532231e+000,-8.3355805e-001,4.9912059e-001,-8.1410696e-001,-1.2578627e+000,5.9019195e-001,-6.0411765e-001,-8.1973166e-001,5.6593155e-001,3.1833850e-001
-1.4386270e+000,-1.0589794e+000,-8.6793755e-001,1.2015967e+000,-1.1382705e+000,-8.1974904e-001,1.2013288e+000,2.2678722e-001,1.1503286e+000,6.6806566e-001,4.1249939e-001
-9.9403775e-001,-1.6326903e+000,-1.1604909e+000,-7.0296866e-001,-8.9590946e-001,-6.3183411e-001,-1.1696874e+000,-9.3451749e-001,4.3228535e-001,2.9822183e-001,-1.4353631e-001
1.7336372e+000,1.2183248e+000,-3.4676146e-001,-1.4565282e+000,-1.6556370e-001,-7.8351458e-001,-1.1375222e+000,-3.9911750e-001,1.1543391e+000,-1.4154548e+000,2.8060930e-002
5.1481772e-001,3.3417110e-001,1.5911909e-001,-1.2502021e-001,3.6590640e-001,-1.9698729e-001,-6.7183095e-001,1.3547677e+000,-4.6156752e-001,-4.1562369e-001,-7.8026954e-001
-1.5265392e+000,-1.3918470e+000,-1.3124247e+000,-8.0320615e-001,-9.3714570e-001,4.5075914e-001,-1.2091308e+000,-1.5942871e+000,1.5851786e+000,-1.1987467e+000,-1.2964383e-001
6.6624754e-001,3.8736761e-001,2.1121227e-001,-6.5320496e-003,2.0887549e-001,-1.3966381e+000,4.6971424e-001,4.9918529e-003,-8.9705256e-001,-1.3511892e+000,-1.2536589e+000
1.8603795e-001,-1.4863082e-001,-9.0760238e-001,-1.0608579e+000,-8.4647382e-001,-1.1661452e+000,1.1959420e+000,-2.4684541e-001,1.0483808e+000,5.2776042e-001,2.0713178e-001
9.5392319e-001,1.4210106e+000,4.5564994e-001,-9.9637309e-001,7.6226591e-001,-8.6778023e-001,7.8822959e-001,-7.6780540e-001,-1.3786304e+000,-5.6825468e-001,-8.4476764e-001
8.9214653e-002,-7.9099443e-001,-1.1372275e+000,3.9279046e-001,-8.8994170e-001,-5.6254243e-001,-1.3917023e+000,-5.2413838e-001,-6.3932621e-001,-1.9233343e-001,1.1505402e+000
5.6462088e-001,3.2923540e-001,9.4861271e-001,5.2317914e-001,1.0406188e+000,-6.2913777e-001,6.2682969e-002,1.3484464e+000,-3.9830309e-001,1.4060785e-001,-6.3147901e-001
-5.0566290e-001,-1.0985550e+000,-3.2399523e-001,-1.3672228e+000,-2.9445953e-001,2.7662087e-001,-1.2193186e+000,-1.6396978e+000,-7.0853900e-001,-3.7353171e-001,-1.6894462e-001
-4.0394640e-001,-5.8719709e-001,2.3687997e-001,-3.1464627e-001,-4.7424706e-002,8.4917079e-001,2.5783779e-001,-1.3414539e+000,-1.0285026e+000,3.2325358e-001,3.4491778e-001
4.1593278e-001,-1.7864700e-001,2.7747484e-001,1.2920777e+000,4.5215261e-001,9.2547944e-001,-6.5334427e-001,-3.1015564e-001,-1.1700304e-001,5.4139414e-001,7.5574246e-001
-2.3679214e-001,4.3982622e-001,-3.3213280e-001,-1.4887586e+000,-6.1178969e-001,1.3253414e+000,-7.6018686e-001,6.8522562e-001,-1.3043724e+000,1.3722568e+000,-2.3172453e-001
3.4715351e-001,-5.7691614e-002,-1.7568948e-001,-2.5264128e-001,-4.4234500e-001,-3.5293492e-001,3.0139923e-001,-1.5103620e+000,8.4031057e-001,-1.0063386e+000,-1.7392443e-001
5.6047998e-001,1.2043617e+000,2.1620054e+000,9.9364121e-001,1.6839278e+000,1.5176813e+000,2.2778543e-001,8.7839641e-001,1.5310595e+000,-1.6148593e+000,-6.3537673e-001
-1.4149444e+000,-1.6324173e+000,-6.6193293e-001,8.6310226e-001,-7.2069827e-001,5.9748044e-001,1.5879243e+000,-1.5364969e+000,1.4978000e+000,-1.6487530e+000,-1.3005651e-001
