"oz1","oz2","oz3","oz4","oz5","oz6"
1.7465731e+000,1.3905078e+000,3.8671937e-001,-1.9635725e-001,-6.5183540e-001,4.9324661e-001
1.5208294e+000,1.2738227e+000,2.3417299e+000,1.7750847e+000,1.3589069e+000,1.1339537e+000
-5.7273430e-001,-6.9450332e-001,-1.6789816e+000,-1.3423749e+000,-7.1725386e-001,1.2672684e+000
-2.2982855e-002,-9.1395227e-001,2.4111565e-001,5.8739520e-001,-9.1197041e-001,5.6171134e-001
5.5665304e-001,8.4040813e-002,2.7584516e-001,-1.9415854e-001,-4.2540649e-001,-7.5576730e-001
-4.5736713e-001,-1.0639313e+000,-1.3701443e+000,-1.6834407e+000,-1.1622268e+000,1.4508751e-001
1.4439264e-001,-2.2869020e-001,2.8763429e-001,8.6145935e-001,1.2019372e+000,1.2077809e+000
-2.4996517e-001,2.1767491e-002,2.3214853e-002,4.3634800e-001,-1.0920288e+000,6.3198354e-001
-1.1770880e+000,-1.3441684e+000,-3.4862524e-001,1.0669812e+000,5.5975372e-001,7.4319830e-001
-1.2689108e+000,-6.6496205e-001,-9.2518380e-001,-7.8524801e-001,1.2448384e+000,6.4484997e-001
-7.4946090e-001,-5.8695110e-001,-9.4550285e-001,-1.2976101e+000,-1.5534172e+000,5.0092872e-001
-1.1605671e+000,-1.4594923e+000,-1.1303801e+000,-3.4113082e-001,-1.2962694e+000,-6.8847637e-002
6.5658449e-001,1.5480625e-001,-7.8343105e-002,1.7446166e-002,1.1494628e-001,-8.2064609e-001
-5.6425961e-001,-1.2509543e+000,-8.7486884e-001,3.9743152e-001,6.7145278e-001,5.9013113e-001
-1.9916256e-001,-1.8595805e-001,7.1227415e-001,5.1941654e-001,1.6715525e+000,1.0367414e+000
8.2808829e-002,-7.1305097e-001,3.7083226e-001,-2.1113552e-001,1.3739937e+000,1.0210996e+000
-6.1773997e-001,-1.3378835e-001,-1.6196948e-001,-1.2030463e-001,1.3905337e+000,1.1980296e+000
-8.6694832e-001,-1.1516519e+000,-1.5475392e+000,-1.5488154e+000,1.1975288e+000,7.7307133e-001
1.6910084e+000,1.5447115e+000,-2.5225939e-001,-7.5405935e-001,-1.8500815e-001,6.5685138e-001
3.5388713e-001,-2.9781130e-002,7.2607160e-002,6.3017593e-002,-5.9359135e-001,1.9243186e-001
-1.5739730e+000,-1.1874875e+000,-3.0412144e-001,9.3582486e-001,-1.0784328e-002,2.7881701e-001
-5.7071947e-001,-1.2741140e-002,1.4130383e-001,2.7626650e-001,4.5595019e-001,9.5697307e-001
-1.1465479e+000,-1.4941929e+000,-4.0524728e-001,4.2663650e-001,8.7343119e-001,2.5345945e-002
-1.3932329e+000,-1.2434414e+000,-1.3548033e+000,-1.6970932e+000,-1.1259639e+000,-9.3196930e-002
4.9061654e-001,4.7548909e-001,-2.3311864e-001,-6.3806761e-001,-1.3704036e+000,-1.5724577e+000
9.6745483e-001,1.5011946e+000,1.1216979e-002,-7.0348821e-001,1.6202568e+000,-6.6141013e-001
-1.4243678e+000,-9.9734232e-001,-6.7366925e-001,1.5368854e-001,-4.1494763e-001,1.9142920e-001
5.7168024e-001,8.4659347e-001,-1.4010981e+000,-9.5547232e-001,-1.0265847e+000,-1.4708253e+000
-3.4572984e-002,-1.3903108e-001,-1.1069325e-001,3.7150304e-001,1.3919097e+000,1.2123479e+000
6.5933896e-001,7.9666719e-001,1.3836216e+000,6.0831333e-001,-3.9124012e-001,-1.7820313e+000
1.7975273e+000,1.2295816e+000,8.1121673e-001,1.9238466e-001,-3.9832898e-001,6.2683977e-001
1.5064750e-001,3.4268038e-001,-3.7439484e-001,-5.1828223e-001,1.6281948e+000,-8.9321015e-002
5.3566298e-001,1.1740690e+000,1.0990494e+000,6.3170080e-001,-1.3516145e+000,-2.1298307e+000
-9.0587138e-001,-1.4611373e+000,-1.0709791e+000,1.4571249e+000,6.0776946e-001,9.9705973e-001
-9.0633722e-001,-5.0422024e-001,-3.6104877e-001,-1.2146837e+000,1.0583438e-001,2.8018990e-001
-1.6325106e+000,-1.4708412e+000,-6.2527959e-001,-1.3550463e-001,-1.0561601e+000,-3.0184235e-001
-5.0538401e-002,-6.2164022e-001,1.2944321e+000,1.3252038e+000,-9.4276327e-001,1.1384895e+000
-3.2438465e-001,-3.2193749e-001,-5.9570103e-001,-7.5734011e-001,1.1843765e+000,1.0803230e+000
