"oz1","oz2","oz3","oz4","oz5","oz6","oz7","oz8","oz9","oz10","oz11"
9.0344456e-001,1.3640798e+000,-3.1457448e-001,-6.0145856e-001,-2.1610574e-001,2.0043039e+000,1.5393465e+000,-2.1868638e-001,-4.8562020e-003,1.5589259e+000,-1.0510934e+000
-4.0336157e-001,-1.1331481e+000,-6.5374678e-001,-7.6293075e-001,-4.4126473e-001,-5.9184728e-001,-1.6633897e-001,-9.4914827e-001,3.8795332e-001,-8.2327609e-001,1.5425896e-001
-7.7193069e-001,-7.6626436e-001,-6.7221327e-001,-7.1759840e-002,-6.5979198e-001,6.6955408e-001,-7.0793176e-002,1.5218355e+000,-2.2740336e-001,-1.1521951e+000,5.9795740e-001
-2.6861593e-002,6.6554182e-002,-5.9609316e-001,-6.3897345e-001,-3.0994753e-001,1.9081102e+000,5.3125063e-001,8.8557056e-001,4.9756496e-001,1.5421181e+000,3.5469860e-001
5.4203384e-001,-1.5462223e-001,6.0128792e-001,1.0316471e+000,4.0571370e-001,-4.4429462e-001,-4.2599996e-001,8.0506807e-001,-1.6454850e+000,-2.0295170e-001,4.6700979e-001
6.8489506e-001,8.8905185e-001,1.1504543e+000,8.2331775e-001,1.0070509e+000,-1.7832976e-001,-2.8949886e-001,5.4644715e-001,-2.1147349e-001,1.1442507e+000,-1.3135805e+000
-1.2063841e+000,-1.0834231e+000,-5.0990377e-001,-1.3912264e+000,-6.8551782e-001,1.1282030e+000,9.6814392e-001,4.2604329e-002,7.0536782e-001,1.4149583e-001,-5.2402989e-001
5.6848089e-001,-1.7401587e-001,-8.0729790e-001,-8.8606253e-001,-6.6508123e-001,-4.0144330e-001,-4.5260877e-001,1.4133479e-001,-7.4296285e-001,-1.0076395e+000,7.4066733e-002
1.6253732e+000,1.2264607e+000,-9.9430400e-001,-1.5409639e+000,-5.8439441e-001,7.6689556e-001,1.0276146e+000,4.7001297e-001,4.6612722e-001,4.2072590e-002,-1.0031742e-002
-6.2851954e-001,-7.7943666e-001,2.2187642e-001,2.2482874e-001,-3.0017498e-001,-6.6864115e-001,1.6073914e+000,-1.4722667e+000,-1.5943312e+000,-1.6794994e+000,7.6220759e-001
-2.0050875e+000,-1.5006393e+000,-6.4985120e-001,1.5545969e+000,-9.2865527e-001,4.9962193e-001,4.9019719e-002,-1.1835376e+000,1.7204657e+000,1.4890901e+000,-2.5077143e-002
8.8526124e-001,1.1249791e+000,-3.2916635e-001,-1.5770832e+000,-3.9081274e-001,1.5059806e-001,3.2683340e-001,-5.9489379e-001,-6.4402372e-001,4.0576628e-001,-1.9190551e+000
4.1211277e-002,-3.3999339e-001,1.3627930e-001,1.3548316e-001,-2.0160800e-001,-9.1807144e-001,-1.1192960e+000,1.0811830e-001,1.3713285e+000,-3.8847867e-002,8.2603013e-001
2.4004018e-001,9.7197048e-002,-2.3308070e-001,-1.8706306e-001,-1.1568296e-001,-8.0924240e-001,-1.2258289e+000,-2.1194711e-001,-4.8922331e-001,-6.2435604e-001,-8.9283427e-002
-2.9466769e-002,-5.7226468e-001,-1.4217384e-001,-4.3387086e-001,-2.3858778e-001,1.3799148e+000,3.7209804e-001,1.2561305e+000,5.8186781e-001,1.6491457e+000,6.4540294e-001
-2.1028964e+000,-1.4362053e+000,-6.1405710e-001,1.0935228e+000,-5.1907326e-001,1.9308749e+000,4.4714464e-001,6.7035442e-001,-6.5284847e-001,1.5082190e+000,3.3557813e-001
5.8532625e-001,4.0408666e-001,-7.2879312e-001,-1.2703550e+000,-8.0966658e-001,-1.1938104e+000,1.3937373e+000,-1.4058487e+000,2.8331864e-001,-1.2529542e+000,-1.7796500e+000
3.3678142e-001,6.7755929e-001,-1.2761199e-001,-2.6329113e-001,-4.7183305e-001,-8.4506950e-001,-1.2554366e+000,-1.1825990e+000,-1.5333448e-001,-8.5633814e-001,-1.3619871e+000
-9.7204166e-001,-1.3103131e+000,-8.4383224e-001,2.6983389e-001,-3.4208703e-001,-1.0451806e+000,-1.4520878e+000,6.7945923e-001,-1.3162532e+000,-1.5953185e+000,2.4158066e-001
-1.3747371e+000,-9.0608247e-001,-3.7801721e-001,3.0508312e-001,-5.9461805e-001,-3.4233282e-001,-2.1799214e-001,-1.2281474e+000,1.4932558e+000,1.0352269e+000,1.9080464e-001
-4.8158970e-001,3.2614228e-001,-1.8916345e-002,-2.2866255e-001,-3.6038544e-001,1.0619992e-001,2.8231380e-001,3.4340931e-001,1.3394360e+000,1.0030254e-001,5.0025490e-001
8.7924112e-001,1.4411052e+000,-4.2489528e-001,-1.1175627e+000,-2.5871205e-001,1.9648404e+000,1.2793369e+000,-1.1560310e-001,-6.5450916e-001,1.6723119e+000,-1.2974057e+000
-7.3784232e-001,-1.4274471e+000,-2.2229245e-001,1.3587245e+000,-5.0476719e-001,-7.7007179e-001,-2.6324325e-001,-5.2136036e-002,-5.6572711e-001,-2.1336987e-001,2.5977521e-001
2.8208527e-001,-3.5727264e-001,-3.4485964e-001,-1.3282114e+000,-3.2716393e-001,4.1675277e-001,7.3167473e-001,-1.7157325e+000,1.7234492e+000,1.3572587e+000,5.5943018e-001
-5.2491466e-001,-1.9197564e-001,-1.0632420e+000,-1.1816423e+000,-5.9633342e-001,1.0764545e+000,1.3435223e+000,1.3300698e+000,-2.2401582e-001,-8.8361934e-001,8.9148410e-001
-8.2602366e-001,-7.6540963e-001,-3.6680491e-001,7.1817291e-001,-7.9474952e-001,-1.0857276e+000,-1.6686230e+000,-7.1142039e-001,-1.0094737e+000,-8.6259410e-001,8.1249530e-001
-1.5394626e+000,-1.5598930e+000,-3.2688623e-001,9.2584498e-001,-5.0342534e-001,1.4105013e-001,6.2833449e-001,-1.1544943e+000,1.5614219e+000,9.0306733e-001,-3.0806226e-001
1.2622330e+000,1.0313846e+000,1.4889448e+000,1.2962911e-001,1.6804824e+000,-8.7622080e-001,-1.3951703e+000,-1.4006804e+000,1.0204092e+000,-1.3028758e+000,-2.8325044e-001
1.3388118e+000,7.1685232e-001,2.2194288e+000,1.7481445e+000,2.6064887e+000,-4.2531526e-001,-8.9469130e-001,2.5955671e-001,-1.5731583e+000,2.1813802e-001,-8.2715324e-002
-1.3684765e+000,-1.0071918e+000,-1.0394447e+000,-1.4169152e+000,-6.9579789e-001,-9.5879110e-001,1.7195653e-001,-8.5368260e-001,5.6122155e-001,-1.5553352e+000,-1.2697299e-001
-1.1317001e+000,-6.3198431e-001,-1.9393541e-001,-1.7126032e-001,-6.1075385e-001,3.6437587e-001,5.1823332e-001,3.3192871e-002,-1.4319119e+000,-7.8656665e-002,1.5405017e-001
1.5676539e-001,3.6884841e-001,4.1322818e-001,4.7114579e-001,1.1162700e-001,1.6746771e+000,1.4256718e+000,3.6641688e-001,6.2853017e-002,-2.0897211e-002,-2.1248540e-002
5.0094702e-001,2.3333266e-001,3.2893084e-001,9.1984832e-001,9.3826322e-002,2.2303501e-001,5.1300838e-001,1.4180630e-001,-7.2719267e-001,-2.4791977e-001,-2.6816930e-001
-4.0804343e-001,2.9001999e-001,-1.9799556e-001,-1.6521032e+000,-5.5169831e-001,-9.8036045e-001,-1.7048904e+000,8.6447184e-002,8.3019971e-001,-1.1835391e+000,-2.3531993e-001
9.5220271e-001,1.6639367e+000,7.5097427e-001,-2.1374753e-001,6.2105454e-001,-1.4548660e+000,-1.5457471e+000,1.6443976e+000,1.5153223e+000,-7.6165591e-001,-4.5254418e-002
9.4453342e-001,1.0058261e+000,-1.3431036e+000,-1.4930839e+000,-7.5747901e-001,9.8983297e-001,7.4214538e-001,-2.5550042e-001,4.1199065e-002,1.1679310e+000,-1.7945911e+000
-7.9489647e-001,-1.4245557e+000,-1.5727395e+000,6.9416011e-001,-8.6399813e-001,2.7637678e-001,4.9209352e-001,3.5573087e-001,-1.3495824e-001,-8.6603477e-001,7.4164181e-001
